name,station_number,elevation,easting_original,northing_original,easting,northing
 621_1495,1057,2186.636,2701821.131,1172995.435,621.1310000000522,1495.4350000000559
 651_1495,1058,2196.074,2701850.796,1172994.541,650.7960000000894,1494.5409999999683
 678_1495,1059,2203.94,2701878.094,1172995.482,678.094000000041,1495.4820000000764
 706_1496,1060,2210.473,2701906.483,1172996.312,706.4830000000075,1496.311999999918
 735_1497,1061,2218.596,2701934.903,1172997.163,734.902999999933,1497.1629999999423
 764_1497,1062,2221.055,2701963.665,1172997.413,763.6650000000373,1497.4129999999423
 792_1497,1063,2227.096,2701992.153,1172997.4,792.152999999933,1497.3999999999069
 821_1498,1064,2231.461,2702020.738,1172997.679,820.7379999998957,1497.6790000000037
 849_1498,1065,2237.062,2702048.591,1172998.35,848.5910000000149,1498.3500000000931
 878_1499,1066,2246.22,2702078.252,1172999.125,878.2519999998622,1499.125
 907_1499,1067,2251.87,2702106.671,1172999.46,906.6710000000894,1499.4599999999627
 935_1500,1068,2261.959,2702135.278,1173000.112,935.277999999933,1500.1119999999646
 964_1501,1069,2268.153,2702163.518,1173001.059,963.5180000001565,1501.058999999892
 992_1501,1070,2269.387,2702192.455,1173000.887,992.4550000000745,1500.8870000001043
1021_1501,1071,2269.331,2702221.091,1173001.428,1021.0910000000149,1501.4280000000726
1049_1503,1072,2266.839,2702249.402,1173003.26,1049.401999999769,1503.2600000000093
1077_1503,1073,2263.03,2702277.333,1173002.578,1077.3330000001006,1502.5779999999795
1107_1502,1074,2266.937,2702306.599,1173002.337,1106.5989999999292,1502.3370000000577
1135_1503,1075,2271.694,2702335.157,1173003.108,1135.157000000123,1503.1080000000075
1163_1506,1076,2277.049,2702363.068,1173005.711,1163.0679999999702,1505.7109999998938
1192_1504,1077,2282.459,2702392.125,1173004.404,1192.125,1504.4040000000969
1221_1505,1078,2279.155,2702421.106,1173004.689,1221.1060000001453,1504.689000000013
1250_1504,1079,2278.98,2702449.588,1173004.126,1249.5879999999888,1504.125999999931
1278_1505,1080,2281.001,2702477.992,1173004.951,1277.9920000000857,1504.9509999998845
1307_1506,1081,2280.926,2702506.666,1173005.622,1306.6660000002012,1505.621999999974
1335_1506,1082,2281.292,2702535.057,1173005.728,1335.0570000000298,1505.7279999998864
1364_1508,1083,2283.704,2702563.753,1173007.619,1363.753000000026,1507.6189999999478
1392_1508,1084,2287.073,2702592.461,1173007.673,1392.4610000001267,1507.6729999999516
1421_1508,1085,2297.984,2702621.17,1173007.938,1421.1699999999255,1507.938000000082
1449_1510,1086,2301.881,2702649.356,1173010.16,1449.3560000001453,1510.1599999999162
1478_1509,1087,2308.726,2702677.506,1173008.872,1477.5060000000522,1508.871999999974
1506_1508,1088,2313.862,2702705.952,1173008.306,1505.9520000000484,1508.3060000000987
1534_1510,1089,2320.521,2702734.218,1173009.578,1534.217999999877,1509.5779999999795
 577_1469,1090,2156.835,2701776.593,1172969.199,576.5929999998771,1469.1990000000224
 606_1469,1091,2167.381,2701805.601,1172969.058,605.6009999997914,1469.0579999999609
 635_1470,1092,2179.091,2701834.623,1172969.584,634.6230000001378,1469.5840000000317
 662_1471,1093,2190.915,2701862.191,1172970.694,662.191000000108,1470.6939999999013
 691_1471,1094,2200.381,2701890.76,1172970.653,690.7599999997765,1470.652999999933
 719_1472,1095,2210.454,2701919.436,1172972.046,719.4360000002198,1472.0460000000894
 748_1472,1096,2217.594,2701948.023,1172972.108,748.0230000000447,1472.1080000000075
 776_1472,1097,2220.145,2701975.914,1172972.347,775.9139999998733,1472.347000000067
 805_1473,1098,2223.42,2702004.685,1172972.999,804.6850000000559,1472.999000000069
 834_1474,1099,2229.537,2702034.111,1172974.252,834.1110000000335,1474.252000000095
 862_1474,1100,2233.828,2702062.208,1172973.93,862.2080000001006,1473.9299999999348
 890_1475,1101,2239.544,2702090.496,1172974.619,890.49599999981,1474.6189999999478
 919_1475,1102,2244.742,2702118.502,1172974.975,918.5019999998622,1474.9750000000931
 948_1476,1103,2253.643,2702148.011,1172975.541,948.0109999999404,1475.5409999999683
 976_1476,1104,2260.204,2702176.427,1172975.985,976.4270000001416,1475.9850000001024
1005_1477,1105,2259.383,2702204.959,1172977.02,1004.9589999997988,1477.0200000000186
1033_1477,1106,2259.458,2702233.457,1172976.956,1033.4569999999367,1476.9560000000056
1063_1478,1107,2263.336,2702262.547,1172977.792,1062.5469999997877,1477.7919999998994
1091_1478,1108,2267.662,2702290.804,1172977.88,1090.8040000000037,1477.8799999998882
1119_1479,1109,2270.171,2702318.958,1172979.236,1118.9580000001006,1479.2360000000335
1148_1479,1110,2272.962,2702347.995,1172979.346,1147.9950000001118,1479.3459999999031
1176_1480,1111,2271.336,2702376.102,1172980.109,1176.1019999999553,1480.1089999999385
1205_1480,1112,2268.907,2702404.697,1172979.752,1204.6970000001602,1479.752000000095
1233_1481,1113,2265.686,2702432.998,1172980.994,1232.9980000001378,1480.9939999999478
1262_1482,1114,2269.957,2702461.98,1172981.593,1261.9799999999814,1481.59300000011
1290_1482,1115,2272.324,2702490.279,1172982.034,1290.2790000000969,1482.033999999985
1319_1482,1116,2273.848,2702518.722,1172982.347,1318.722000000067,1482.347000000067
1348_1483,1117,2274.895,2702547.952,1172982.949,1347.9520000000484,1482.9490000000224
1376_1484,1118,2276.501,2702576.329,1172984.145,1376.3289999999106,1484.1450000000186
1406_1484,1119,2278.995,2702605.583,1172983.735,1405.5830000001006,1483.7350000001024
1433_1484,1120,2289.722,2702633.204,1172984.083,1433.2039999999106,1484.0830000001006
1462_1484,1121,2297.4,2702662.296,1172984.374,1462.2960000000894,1484.374000000069
1491_1486,1122,2305.044,2702690.784,1172985.535,1490.783999999985,1485.5349999999162
1519_1486,1123,2309.922,2702719.181,1172985.557,1519.180999999866,1485.5570000000298
1548_1486,1124,2312.628,2702747.808,1172985.852,1547.8080000001937,1485.8519999999553
 569_1452,1125,2142.342,2701769.096,1172951.99,569.0959999999031,1451.9899999999907
 592_1445,1126,2159.6,2701791.992,1172945.313,591.9920000000857,1445.313000000082
 621_1446,1127,2171.406,2701820.598,1172946.136,620.598000000231,1446.1359999999404
 649_1446,1128,2176.583,2701848.729,1172946.275,648.7289999998175,1446.2749999999069
 678_1446,1129,2186.178,2701877.711,1172946.403,677.7110000001267,1446.402999999933
 706_1447,1130,2197.149,2701905.86,1172947.343,705.8599999998696,1447.34300000011
 735_1448,1131,2206.519,2701935.011,1172948.201,735.0109999999404,1448.2009999998845
 764_1449,1132,2215.808,2701963.847,1172948.786,763.847000000067,1448.78600000008
 792_1449,1133,2220.385,2701992.263,1172949.239,792.2629999998026,1449.2390000000596
 821_1450,1134,2224.118,2702020.817,1172950.006,820.8169999998063,1450.0060000000522
 849_1451,1135,2224.43,2702049.183,1172950.636,849.1830000001937,1450.6359999999404
 879_1452,1136,2231.712,2702078.851,1172951.686,878.8509999997914,1451.685999999987
 906_1452,1137,2236.233,2702106.284,1172951.887,906.2839999999851,1451.8870000001043
 934_1453,1138,2244.23,2702134.394,1172952.531,934.3939999998547,1452.530999999959
 963_1453,1139,2252.884,2702163.27,1172953.421,963.2700000000186,1453.4210000000894
 993_1455,1140,2253.755,2702193.112,1172954.889,993.1120000001974,1454.8889999999665
1021_1455,1141,2255.998,2702220.92,1172954.76,1020.9199999999255,1454.7600000000093
1050_1456,1142,2262.135,2702249.651,1172955.798,1049.6510000000708,1455.7979999999516
1079_1456,1143,2267.732,2702278.577,1172955.728,1078.5770000000484,1455.7279999998864
1106_1456,1144,2270.568,2702306.12,1172955.685,1106.1200000001118,1455.6850000000559
1135_1456,1145,2263.936,2702335.244,1172955.515,1135.2439999999478,1455.5149999998976
1164_1456,1146,2256.393,2702364.449,1172956.086,1164.4490000000224,1456.0859999998938
1193_1457,1147,2259.229,2702392.594,1172956.608,1192.594000000041,1456.6080000000075
1221_1457,1148,2259.455,2702421.002,1172956.582,1221.0019999998622,1456.5819999999367
1249_1458,1149,2260.275,2702449.467,1172957.527,1249.4670000001788,1457.5270000000019
1278_1457,1150,2260.934,2702477.958,1172956.996,1277.9580000001006,1456.9960000000428
1306_1458,1151,2263.314,2702506.061,1172958.21,1306.0610000002198,1458.2099999999627
1335_1459,1152,2264.448,2702535.049,1172958.65,1335.0490000001155,1458.6499999999069
1364_1459,1153,2266.23,2702564.484,1172958.977,1364.4840000001714,1458.9769999999553
1393_1461,1154,2269.362,2702593.178,1172960.692,1393.1779999998398,1460.6920000000391
1418_1460,1155,2272.081,2702617.665,1172960.27,1417.6650000000373,1460.2700000000186
1450_1461,1156,2287.451,2702649.813,1172961.152,1449.813000000082,1461.1520000000019
1479_1462,1157,2293.095,2702679.222,1172961.79,1479.222000000067,1461.7900000000373
1507_1461,1158,2296.844,2702707.248,1172960.767,1507.2480000001378,1460.7669999999925
1537_1464,1159,2302.476,2702737.274,1172963.926,1537.2740000002086,1463.9259999999776
 607_1423,1161,2159.89,2701807.164,1172922.993,607.1639999998733,1422.9930000000168
 635_1421,1162,2172.308,2701835.134,1172921.221,635.1340000000782,1421.2209999999031
 665_1425,1163,2175.241,2701864.626,1172924.991,664.6260000001639,1424.9909999999218
 692_1423,1164,2186.38,2701891.934,1172923.095,691.933999999892,1423.094999999972
 721_1425,1165,2194.748,2701920.736,1172924.93,720.7360000000335,1424.9299999999348
 750_1426,1166,2205.368,2701949.574,1172925.658,749.5740000000224,1425.658000000054
 778_1425,1167,2211.229,2701978.147,1172925.368,778.1469999998808,1425.3680000000168
 807_1427,1168,2214.977,2702006.742,1172926.583,806.7420000000857,1426.5830000001006
 836_1426,1169,2219.083,2702035.884,1172926.343,835.8840000000782,1426.34300000011
 864_1427,1170,2223.538,2702064.182,1172927.495,864.1820000000298,1427.4950000001118
 895_1427,1171,2229.342,2702095.231,1172927.278,895.2310000001453,1427.277999999933
 920_1430,1172,2233.699,2702119.818,1172930.053,919.8179999999702,1430.0530000000726
 950_1427,1173,2241.616,2702149.58,1172927.362,949.5800000000745,1427.3619999999646
 978_1429,1174,2246.741,2702178.283,1172928.951,978.2829999998212,1428.9509999998845
1008_1429,1175,2247.941,2702207.519,1172928.586,1007.5189999998547,1428.5859999998938
1035_1429,1176,2251.769,2702234.929,1172929.267,1034.9290000000037,1429.2669999999925
1064_1430,1177,2258.072,2702263.908,1172929.811,1063.9079999998212,1429.810999999987
1093_1431,1178,2261.991,2702293.003,1172930.728,1093.003000000026,1430.7279999998864
1121_1432,1179,2254.668,2702321.285,1172931.752,1121.285000000149,1431.752000000095
1149_1432,1180,2246.884,2702349.325,1172932.342,1149.3250000001863,1432.341999999946
1178_1431,1181,2247.103,2702377.543,1172931.387,1177.5430000000633,1431.3870000001043
1206_1434,1182,2249.792,2702405.709,1172934.079,1205.7089999997988,1434.0789999999106
1235_1434,1183,2249.218,2702435.429,1172933.771,1235.4290000000037,1433.7709999999497
1264_1433,1184,2248.29,2702464.328,1172932.855,1264.3280000002123,1432.8549999999814
1293_1435,1185,2250.827,2702492.916,1172934.773,1292.9160000002012,1434.7730000000447
1322_1435,1186,2253.589,2702521.569,1172934.52,1321.569000000134,1434.5200000000186
1350_1435,1187,2255.7,2702549.89,1172934.997,1349.8900000001304,1434.996999999974
1379_1436,1188,2259.713,2702578.653,1172936.296,1378.652999999933,1436.2960000000894
1406_1436,1189,2263.607,2702606.462,1172936.158,1406.461999999825,1436.158000000054
1436_1436,1190,2270.995,2702635.707,1172935.821,1435.7069999999367,1435.8209999999963
1464_1437,1191,2281.51,2702663.728,1172937.286,1463.7280000001192,1437.28600000008
1492_1436,1192,2286.768,2702691.769,1172936.19,1491.7689999998547,1436.1899999999441
1521_1438,1193,2291.006,2702720.718,1172937.916,1520.717999999877,1437.9159999999683
1549_1438,1194,2292.161,2702749.158,1172937.555,1549.1579999998212,1437.5549999999348
 625_1400,1196,2160.441,2701825.141,1172899.818,625.1409999998286,1399.8179999999702
 651_1399,1197,2170.643,2701851.453,1172899.444,651.4530000002123,1399.4439999999013
 679_1400,1198,2178.897,2701879.467,1172899.987,679.4670000001788,1399.9869999999646
 708_1400,1199,2184.819,2701908.379,1172900.219,708.37900000019,1400.219000000041
 737_1401,1200,2191.266,2701937.294,1172901.2,737.2940000002272,1401.1999999999534
 767_1401,1201,2200.072,2701966.58,1172900.685,766.5800000000745,1400.6850000000559
 795_1402,1202,2209.717,2701994.506,1172901.939,794.5060000000522,1401.939000000013
 823_1401,1203,2215.835,2702023.407,1172901.296,823.4070000001229,1401.2960000000894
 852_1403,1204,2216.63,2702051.527,1172902.571,851.526999999769,1402.5709999999963
 881_1403,1205,2219.856,2702080.915,1172903.131,880.9150000000373,1403.1310000000522
 906_1399,1206,2225.682,2702106.155,1172899.422,906.1549999997951,1399.4220000000205
 938_1404,1207,2233.997,2702138.007,1172903.672,938.0070000002161,1403.6720000000205
 967_1404,1208,2238.915,2702166.64,1172904.439,966.6400000001304,1404.439000000013
 996_1406,1209,2241.6,2702195.585,1172905.809,995.5849999999627,1405.808999999892
1022_1406,1210,2243.704,2702221.995,1172906.474,1021.9950000001118,1406.4739999999292
1052_1406,1211,2246.416,2702251.517,1172905.508,1051.5169999999925,1405.5079999999143
1080_1406,1212,2250.421,2702280.462,1172906.414,1080.461999999825,1406.4140000001062
1108_1408,1213,2247.71,2702307.771,1172907.891,1107.7710000001825,1407.8910000000615
1137_1407,1214,2241.22,2702337.047,1172907.146,1137.0469999997877,1407.1459999999497
1166_1408,1215,2238.461,2702365.99,1172907.813,1165.9900000002235,1407.813000000082
1194_1409,1216,2240.656,2702393.615,1172908.762,1193.6150000002235,1408.7620000001043
1223_1408,1217,2239.795,2702423.037,1172907.803,1223.0370000000112,1407.8030000000726
1252_1407,1218,2239.31,2702452.446,1172907.111,1252.4459999999963,1407.1110000000335
1280_1408,1219,2242.139,2702480.011,1172908.417,1280.0109999999404,1408.4169999998994
1309_1408,1220,2244.614,2702509.036,1172908.222,1309.0359999998473,1408.222000000067
1337_1409,1221,2246.86,2702536.602,1172909.179,1336.6019999999553,1409.1790000000037
1366_1410,1222,2249.826,2702565.562,1172909.689,1365.561999999918,1409.689000000013
1394_1411,1223,2253.017,2702593.794,1172911.008,1393.7940000002272,1411.0079999999143
1424_1415,1224,2257.908,2702624.076,1172914.504,1424.0759999998845,1414.5039999999572
1451_1413,1225,2265.898,2702650.936,1172912.504,1450.9360000002198,1412.5039999999572
1480_1411,1226,2273.993,2702679.968,1172911.467,1479.967999999877,1411.466999999946
1508_1412,1227,2279.646,2702707.639,1172912.216,1507.6389999999665,1412.216000000015
1536_1413,1228,2281.668,2702736.166,1172912.506,1536.1660000002012,1412.5060000000522
 667_1375,1231,2163.178,2701867.251,1172874.639,667.2510000001639,1374.6389999999665
 694_1375,1232,2175.213,2701893.831,1172875.426,693.8309999997728,1375.4259999999776
 723_1376,1233,2185.709,2701922.533,1172876.29,722.5329999998212,1376.2900000000373
 751_1377,1234,2195.187,2701951.276,1172876.76,751.2760000000708,1376.7600000000093
 780_1377,1235,2206.071,2701979.904,1172877.09,779.9040000000969,1377.0900000000838
 809_1378,1236,2206.978,2702008.655,1172877.59,808.6549999997951,1377.5900000000838
 837_1378,1237,2211.838,2702036.765,1172878.14,836.7650000001304,1378.1399999998976
 866_1378,1238,2218.816,2702065.652,1172877.983,865.651999999769,1377.9830000000075
 894_1379,1239,2220.267,2702093.79,1172879.383,893.7900000000373,1379.3829999999143
 922_1380,1240,2223.503,2702122.288,1172879.863,922.2880000001751,1379.8629999998957
 951_1380,1241,2232.482,2702151.425,1172880.32,951.4249999998137,1380.3200000000652
 979_1381,1242,2236.074,2702179.127,1172881.283,979.1269999998622,1381.283000000054
1008_1381,1243,2236.685,2702208.087,1172881.198,1008.0869999998249,1381.1980000000913
1036_1378,1244,2235.278,2702236.391,1172878.062,1036.3909999998286,1378.061999999918
1066_1381,1245,2238.279,2702265.915,1172880.888,1065.9150000000373,1380.8880000000354
1094_1382,1246,2234.322,2702293.901,1172881.886,1093.9010000000708,1381.8859999999404
1123_1382,1247,2232.962,2702322.989,1172882.442,1122.9890000000596,1382.4420000000391
1151_1382,1248,2231.476,2702351.053,1172882.395,1151.0529999998398,1382.3950000000186
1179_1383,1249,2232.49,2702379.387,1172883.322,1179.3870000001043,1383.3219999999274
1208_1384,1250,2230.278,2702408.174,1172883.616,1208.1740000001155,1383.6159999999218
1237_1384,1251,2230.72,2702437.412,1172884.426,1237.4120000000112,1384.4259999999776
1266_1385,1252,2233.227,2702465.955,1172885.286,1265.9550000000745,1385.28600000008
1294_1385,1253,2234.926,2702494.143,1172885.496,1294.1430000001565,1385.4960000000428
1322_1385,1254,2235.553,2702522.473,1172885.494,1322.473000000231,1385.4939999999478
1351_1387,1255,2237.661,2702550.969,1172887.131,1350.969000000041,1387.1310000000522
1380_1387,1256,2242.639,2702580.127,1172887.083,1380.1269999998622,1387.0830000001006
1408_1387,1257,2244.603,2702608.038,1172887.253,1408.038000000175,1387.253000000026
1437_1388,1258,2247.58,2702636.687,1172887.843,1436.686999999918,1387.84300000011
1466_1389,1259,2257.224,2702665.888,1172888.61,1465.8879999998026,1388.6100000001024
1494_1389,1260,2262.267,2702694.327,1172888.643,1494.3270000000484,1388.6429999999236
1522_1390,1261,2268.901,2702722.375,1172889.64,1522.375,1389.6399999998976
1551_1390,1262,2273.223,2702751.273,1172890.461,1551.2730000000447,1390.4609999998938
 651_1351,1264,2141.458,2701851.319,1172851.311,651.3190000001341,1351.310999999987
 680_1352,1265,2155.492,2701880.045,1172852.13,680.0449999999255,1352.1299999998882
 708_1353,1266,2168.654,2701908.343,1172852.892,708.3429999998771,1352.8919999999925
 737_1353,1267,2178.945,2701936.875,1172853.353,736.875,1353.3529999998864
 765_1354,1268,2189.774,2701965.314,1172853.776,765.3139999997802,1353.7760000000708
 795_1354,1269,2200.115,2701994.532,1172853.972,794.5320000001229,1353.972000000067
 823_1355,1270,2209.158,2702023.113,1172855.103,823.1129999998957,1355.1029999998864
 852_1355,1271,2214.064,2702051.668,1172855.135,851.6680000000633,1355.1350000000093
 879_1354,1272,2214.69,2702078.68,1172854.064,878.6800000001676,1354.064000000013
 909_1355,1273,2220.346,2702109.029,1172855.402,909.0290000000969,1355.4020000000019
 937_1356,1274,2222.405,2702137.196,1172855.713,937.1959999999963,1355.7129999999888
 966_1357,1275,2231.08,2702166.045,1172857.425,966.0449999999255,1357.4250000000466
 994_1357,1276,2232.895,2702194.414,1172857.216,994.4139999998733,1357.216000000015
1023_1358,1277,2233.405,2702223.067,1172857.841,1023.0669999998063,1357.841000000015
1051_1358,1278,2230.166,2702251.292,1172858.046,1051.2919999998994,1358.0460000000894
1080_1358,1279,2226.213,2702280.203,1172857.898,1080.2030000002123,1357.8980000000447
1108_1359,1280,2224.209,2702308.304,1172858.835,1108.3040000000037,1358.8349999999627
1137_1360,1281,2221.917,2702336.782,1172859.997,1136.782000000123,1359.996999999974
1165_1360,1282,2218.742,2702365.359,1172860.187,1165.3590000001714,1360.186999999918
1194_1361,1283,2218.157,2702393.979,1172860.725,1193.9789999998175,1360.7250000000931
1224_1359,1284,2218.494,2702423.719,1172858.697,1223.719000000041,1358.6969999999274
1251_1361,1285,2222.905,2702451.277,1172861.455,1251.276999999769,1361.4550000000745
1281_1360,1286,2223.907,2702480.968,1172860.194,1280.967999999877,1360.1939999999013
1308_1362,1287,2226.281,2702507.952,1172862.374,1307.9520000000484,1362.374000000069
1338_1364,1288,2223.979,2702537.563,1172863.69,1337.563000000082,1363.6899999999441
1365_1363,1289,2228.143,2702565.486,1172863.197,1365.4860000000335,1363.1969999999274
1393_1364,1290,2232.445,2702593.471,1172863.813,1393.4709999999031,1363.813000000082
1422_1364,1291,2234.618,2702622.442,1172864.415,1422.4419999998063,1364.4150000000373
1451_1365,1292,2240.67,2702650.896,1172864.777,1450.8960000001825,1364.7770000000019
1480_1365,1293,2246.813,2702680.023,1172865.451,1480.0230000000447,1365.4509999998845
1508_1365,1294,2251.595,2702707.698,1172865.256,1507.6979999998584,1365.2560000000522
1536_1365,1295,2259.188,2702736.406,1172864.757,1536.405999999959,1364.7569999999832
 637_1328,1296,2117.654,2701837.294,1172827.521,637.2940000002272,1327.5209999999497
 666_1327,1297,2134.839,2701865.95,1172827.361,665.9500000001863,1327.3610000000335
 694_1328,1298,2149.39,2701894.057,1172828.416,694.0570000000298,1328.4159999999683
 723_1328,1299,2162.13,2701923.437,1172828.177,723.436999999918,1328.1769999999087
 752_1329,1300,2169.825,2701951.572,1172829.353,751.5720000001602,1329.3529999998864
 780_1330,1301,2179.613,2701979.799,1172829.5,779.7990000001155,1329.5
 809_1330,1302,2191.953,2702008.772,1172830.377,808.7719999998808,1330.377000000095
 838_1330,1303,2199.962,2702037.601,1172830.421,837.6009999997914,1330.4210000000894
 867_1331,1304,2206.938,2702066.576,1172831.126,866.5759999998845,1331.125999999931
 895_1332,1305,2215.395,2702094.536,1172831.667,894.5359999998473,1331.6669999998994
 952_1332,1307,2219.786,2702151.93,1172832.311,951.9300000001676,1332.310999999987
 980_1333,1308,2225.633,2702180.297,1172833.017,980.2969999997877,1333.0169999999925
1010_1334,1309,2229.325,2702209.811,1172833.705,1009.8110000002198,1333.7050000000745
1038_1334,1310,2226.581,2702238.045,1172833.708,1038.0449999999255,1333.7080000001006
1066_1334,1311,2225.181,2702266.248,1172834.03,1066.2480000001378,1334.030000000028
1095_1335,1312,2221.223,2702294.641,1172835.303,1094.6409999998286,1335.3030000000726
1124_1333,1313,2218.327,2702324.189,1172833.313,1124.1889999997802,1333.313000000082
1152_1336,1314,2213.683,2702351.748,1172835.777,1151.7480000001378,1335.7770000000019
1180_1336,1315,2208.032,2702380.158,1172836.193,1180.1579999998212,1336.1929999999702
1206_1337,1316,2207.681,2702405.942,1172836.849,1205.9419999998063,1336.8489999999292
1238_1337,1317,2210.735,2702437.765,1172837.092,1237.7650000001304,1337.091999999946
1266_1337,1318,2214.4,2702466.39,1172837.486,1266.3900000001304,1337.4860000000335
1294_1338,1319,2215.079,2702494.469,1172838.409,1294.469000000041,1338.408999999985
1324_1338,1320,2210.658,2702523.678,1172838.094,1323.6779999998398,1338.094000000041
1352_1339,1321,2213.423,2702551.979,1172838.913,1351.9789999998175,1338.9129999999423
1380_1340,1322,2217.755,2702580.147,1172839.827,1380.1469999998808,1339.8270000000484
1409_1340,1323,2224.495,2702609.082,1172840.207,1409.0819999999367,1340.2069999999367
1438_1341,1324,2232.04,2702638.261,1172840.706,1438.2609999999404,1340.7060000000056
1467_1341,1325,2237.708,2702666.79,1172841.297,1466.7900000000373,1341.2970000000205
1496_1342,1326,2242.046,2702695.578,1172841.744,1495.5780000002123,1341.7439999999478
1524_1342,1327,2246.248,2702723.679,1172842.159,1523.6790000000037,1342.158999999985
1552_1342,1328,2247.069,2702752.189,1172842.242,1552.1889999997802,1342.2420000000857
 740_1306,1332,2156.966,2701939.51,1172806.472,739.5099999997765,1306.472000000067
 768_1306,1333,2165.838,2701968.451,1172806.139,768.4509999998845,1306.1389999999665
 796_1307,1334,2174.655,2701996.39,1172806.916,796.3900000001304,1306.9159999999683
 824_1307,1335,2182.401,2702023.899,1172807.083,823.8990000002086,1307.0830000001006
 853_1306,1336,2190.803,2702053.193,1172806.467,853.1929999999702,1306.466999999946
 882_1307,1337,2198.947,2702081.895,1172806.92,881.8950000000186,1306.9199999999255
 910_1309,1338,2208.831,2702110.493,1172808.866,910.4929999997839,1308.8659999999218
 938_1308,1339,2214.852,2702138.375,1172808.374,938.375,1308.374000000069
 968_1309,1340,2220.24,2702167.912,1172809.127,967.9120000000112,1309.127000000095
 996_1309,1341,2224.58,2702195.706,1172808.766,995.7059999997728,1308.7660000000615
1025_1311,1342,2227.564,2702224.827,1172810.729,1024.8270000000484,1310.7290000000503
1053_1310,1343,2224.039,2702252.839,1172810.028,1052.8390000001527,1310.027999999933
1081_1312,1344,2222.583,2702281.472,1172811.57,1081.472000000067,1311.5700000000652
1110_1311,1345,2217.297,2702310.351,1172811.451,1110.3509999997914,1311.4509999998845
1139_1312,1346,2211.93,2702338.896,1172812.336,1138.8960000001825,1312.3359999998938
1168_1313,1347,2205.156,2702368.151,1172812.883,1168.1510000000708,1312.8829999999143
1196_1313,1348,2203.967,2702396.1,1172812.625,1196.1000000000931,1312.625
1224_1314,1349,2205.634,2702423.874,1172813.636,1223.873999999836,1313.6359999999404
1253_1314,1350,2208.667,2702452.81,1172814.17,1252.8100000000559,1314.1699999999255
1282_1315,1351,2210.09,2702482.26,1172814.557,1282.2599999997765,1314.5570000000298
1310_1315,1352,2207.993,2702509.881,1172814.785,1309.8810000000522,1314.7849999999162
1337_1317,1353,2200.985,2702537.239,1172816.703,1337.2390000000596,1316.7029999999795
1367_1316,1354,2203.452,2702567.098,1172815.651,1367.098000000231,1315.6510000000708
1396_1316,1355,2213.742,2702595.785,1172815.979,1395.785000000149,1315.9790000000503
1424_1317,1356,2221.297,2702624.141,1172817.122,1424.1409999998286,1317.121999999974
1453_1315,1357,2227.92,2702652.674,1172815.154,1452.6740000001155,1315.1540000000969
1481_1317,1358,2234.904,2702681.201,1172816.705,1481.2009999998845,1316.7050000000745
1539_1318,1360,2238.557,2702738.807,1172818.066,1538.8070000000298,1318.066000000108
 667_1280,1361,2107.7,2701867.171,1172780.17,667.1710000000894,1280.1699999999255
 726_1285,1363,2138.774,2701925.582,1172785.041,725.5819999999367,1285.0409999999683
 753_1282,1364,2150.994,2701952.773,1172781.692,752.7730000000447,1281.6920000000391
 781_1282,1365,2160.727,2701980.698,1172782.482,780.6979999998584,1282.4820000000764
 809_1283,1366,2168.225,2702009.446,1172782.686,809.4459999999963,1282.685999999987
 839_1285,1367,2176.872,2702038.671,1172784.599,838.6710000000894,1284.5989999999292
 867_1284,1368,2184.274,2702066.69,1172783.882,866.6899999999441,1283.8819999999832
 895_1284,1369,2192.692,2702095.385,1172784.037,895.3849999997765,1284.0370000000112
 923_1284,1370,2198.529,2702123.004,1172783.9,923.00400000019,1283.8999999999069
 954_1285,1371,2204.703,2702153.644,1172784.733,953.6439999998547,1284.7330000000075
 981_1285,1372,2208.349,2702181.188,1172785.033,981.188000000082,1285.033000000054
1010_1286,1373,2213.836,2702209.703,1172786.125,1009.7030000002123,1286.125
1038_1286,1374,2206.692,2702237.988,1172785.814,1037.9879999998957,1285.814000000013
1067_1288,1375,2211.187,2702267.314,1172787.804,1067.3139999997802,1287.8040000000037
1098_1288,1376,2212.674,2702297.542,1172787.884,1097.5419999998994,1287.8840000000782
1125_1289,1377,2207.575,2702324.758,1172788.52,1124.7579999999143,1288.5200000000186
1154_1289,1378,2201.468,2702354.034,1172788.997,1154.033999999985,1288.996999999974
1181_1289,1379,2199.782,2702381.194,1172789.153,1181.194000000134,1289.152999999933
1210_1289,1380,2200.023,2702409.786,1172788.9,1209.7859999998473,1288.8999999999069
1238_1289,1381,2202.061,2702438.072,1172789.452,1238.0720000001602,1289.4520000000484
1266_1290,1382,2201.55,2702466.007,1172790.439,1266.007000000216,1290.439000000013
1295_1290,1383,2198.328,2702494.573,1172789.665,1294.5729999998584,1289.6650000000373
1323_1289,1384,2193.053,2702522.942,1172789.307,1322.9419999998063,1289.3070000000298
1352_1291,1385,2188.5,2702551.796,1172791.03,1351.7960000000894,1291.030000000028
1382_1293,1386,2200.712,2702582.167,1172792.618,1382.1669999998994,1292.6180000000168
1410_1292,1387,2206.145,2702610.318,1172792.006,1410.3179999999702,1292.0060000000522
1436_1294,1388,2213.445,2702636.12,1172794.195,1436.1200000001118,1294.1950000000652
1467_1293,1389,2218.942,2702666.576,1172792.71,1466.5759999998845,1292.7099999999627
1492_1310,1390,2222.558,2702691.934,1172810.297,1491.933999999892,1310.2970000000205
1525_1299,1391,2224.905,2702725.279,1172799.415,1525.2790000000969,1299.4150000000373
